model,file,correct-label,pred-label,certainty
xlsr,Real,Fake,0.0004310370609164238
vocoder,Real,Real,0.6578302588767007
whisper_specrnet,Real,Fake,0.00061510328669101
rawgat,Real,Real,0.0049698114395141605
xlsr,Real,Fake,0.00039726730436086656
vocoder,Real,Fake,0.6159055207855999
whisper_specrnet,Real,Fake,3.710676566015536e-08
rawgat,Real,Real,0.0084869384765625
xlsr,Real,Fake,0.0003866803273558617
vocoder,Real,Real,0.5769782685558311
whisper_specrnet,Real,Fake,0.00012840819545090199
rawgat,Real,Real,0.2097853183746338
xlsr,Real,Fake,0.0005117633566260338
vocoder,Real,Fake,0.5195077804098045
whisper_specrnet,Real,Fake,9.33887804421829e-06
rawgat,Real,Real,0.07403199672698975
xlsr,Real,Fake,0.0003573599085211754
vocoder,Real,Real,0.9979341745376586
whisper_specrnet,Real,Fake,9.173664494710465e-08
rawgat,Real,Real,0.17263180017471313
xlsr,Real,Fake,0.0004536966606974602
vocoder,Real,Real,0.6331479546934133
whisper_specrnet,Real,Fake,0.0020868873689323664
rawgat,Real,Real,0.0038596391677856445
xlsr,Real,Fake,0.00040510516613721846
vocoder,Real,Real,0.5291107764288409
whisper_specrnet,Real,Fake,2.1211135390331037e-06
rawgat,Real,Real,0.013429641723632812
xlsr,Real,Fake,0.000395500510931015
vocoder,Real,Fake,0.6717716075945646
whisper_specrnet,Real,Fake,2.2347203412209637e-05
rawgat,Real,Real,0.09130079746246338
xlsr,Real,Fake,0.00037341248244047163
vocoder,Real,Fake,0.6426167337725369
whisper_specrnet,Real,Fake,0.00032289946102537215
rawgat,Real,Real,0.19583958387374878
xlsr,Real,Fake,0.0005177497491240502
vocoder,Real,Real,0.652843807345198
whisper_specrnet,Real,Fake,0.0007475237362086773
rawgat,Real,Real,0.0797086238861084
xlsr,Real,Fake,0.0007970662415027618
vocoder,Real,Real,0.6484204668436054
whisper_specrnet,Real,Fake,0.00021741916134487838
rawgat,Real,Real,0.14089614152908325
xlsr,Real,Fake,0.00031662281602621076
vocoder,Real,Real,0.5629159624540511
whisper_specrnet,Real,Fake,1.6007867316147895e-06
rawgat,Real,Fake,0.230476713180542
xlsr,Real,Fake,0.00030374735593795775
vocoder,Real,Real,0.8114725003391504
whisper_specrnet,Real,Fake,0.03475455567240715
rawgat,Real,Real,0.04354419708251953
xlsr,Real,Fake,0.0004273289442062378
vocoder,Real,Real,0.5535967536508201
whisper_specrnet,Real,Fake,0.004727763123810291
rawgat,Real,Real,0.006054234504699707
xlsr,Real,Fake,0.00042404793202877045
vocoder,Real,Real,0.5536044962657167
whisper_specrnet,Real,Fake,6.892858073115349e-05
rawgat,Real,Real,0.007541799545288086
xlsr,Real,Fake,0.0003942972794175148
vocoder,Real,Fake,0.642417544791985
whisper_specrnet,Real,Fake,0.05848981812596321
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.00044151671230793
vocoder,Real,Fake,0.8327880469189459
whisper_specrnet,Real,Fake,0.03851564601063728
rawgat,Real,Real,0.007588887214660644
xlsr,Real,Fake,0.000407109409570694
vocoder,Real,Fake,0.6785804318990243
whisper_specrnet,Real,Fake,0.07406816631555557
rawgat,Real,Real,0.29177930802106855
xlsr,Real,Fake,0.0003793743625283241
vocoder,Real,Fake,0.658523114999527
whisper_specrnet,Real,Fake,0.03422422334551811
rawgat,Real,Fake,0.06128926277160644
xlsr,Real,Fake,0.0004679085686802864
vocoder,Real,Fake,0.7743047455270939
whisper_specrnet,Real,Fake,4.527805867837742e-05
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0003982044011354446
vocoder,Real,Real,0.5590102849535123
whisper_specrnet,Real,Fake,0.0004746427002828568
rawgat,Real,Real,0.005446314811706543
xlsr,Real,Fake,0.00042329035699367523
vocoder,Real,Fake,0.6756519942597757
whisper_specrnet,Real,Fake,0.00039870591717772186
rawgat,Real,Real,0.16138267517089844
xlsr,Real,Fake,0.00041207205504179
vocoder,Real,Fake,0.7133014193652719
whisper_specrnet,Real,Fake,0.2029034048318863
rawgat,Real,Real,0.13306378126144408
xlsr,Real,Fake,0.0002407495304942131
vocoder,Real,Real,0.727658804948047
whisper_specrnet,Real,Fake,2.45955050104385e-07
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0003325575217604637
vocoder,Real,Real,0.7735764892422594
whisper_specrnet,Real,Fake,0.4971969723701477
rawgat,Real,Real,0.010573792457580566
xlsr,Real,Fake,0.0003948015347123146
vocoder,Real,Fake,0.6088017867850305
whisper_specrnet,Real,Fake,0.0008514482760801911
rawgat,Real,Real,0.24436922669410704
xlsr,Real,Fake,0.00048347923904657364
vocoder,Real,Real,0.5769613420416135
whisper_specrnet,Real,Fake,7.3660066846059635e-06
rawgat,Real,Real,0.0213576078414917
xlsr,Real,Fake,0.0003097427822649479
vocoder,Real,Fake,0.5640960729179535
whisper_specrnet,Real,Fake,0.0009454014361836016
rawgat,Real,Real,0.006149768829345703
xlsr,Real,Fake,0.0003989306837320328
vocoder,Real,Fake,0.6028809377661933
whisper_specrnet,Real,Fake,0.06094549223780632
rawgat,Real,Real,0.24311621785163878
xlsr,Real,Fake,0.0003738638013601303
vocoder,Real,Fake,0.7563451809795786
whisper_specrnet,Real,Fake,2.640316097313189e-06
rawgat,Real,Real,0.004417252540588379
xlsr,Real,Fake,0.0003962590545415878
vocoder,Real,Real,0.6182493864544085
whisper_specrnet,Real,Fake,0.020085902884602547
rawgat,Real,Real,0.02726562023162842
xlsr,Real,Fake,0.00038515832275152204
vocoder,Real,Fake,0.6854645470499664
whisper_specrnet,Real,Fake,0.0006987774977460504
rawgat,Real,Real,0.2035101294517517
xlsr,Real,Fake,0.00046357564628124237
vocoder,Real,Real,0.8213485555518317
